Date,Closed At,Duration,Symbol,Side,Status,Account,Zone Type,Zone Grade,Entry Model,Session,Mode,Entry,Stop Loss,Take Profit,Exit Price,Size (lots),Exit Type,SL Pips,R:R,AI Score,PnL ($),PnL (%),Notes
2026-04-07 19:10:01,,,NAS100,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,NY,LIVE,24010.8,34101.1,-97072.2,,,,,,95,,,Exit received from TradingView (close=24820.7) but entry was filtered — PnL not recorded.
2026-04-07 17:55:01,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,159.846,159.769,160.038,,,,,,95,,,Exit received from TradingView (close=159.77) but entry was filtered — PnL not recorded.
2026-04-07 17:20:03,2026-04-26 19:23:39,19d,EURUSD,BUY,CLOSED,ACG-DEMO-2,demand,A+,FLIP,NY,LIVE,1.15626,1.15555,1.1591,,,,7.1,4,100,817.9499999999999,,"Received by API, awaiting worker"
2026-04-07 16:25:02,2026-04-26 19:23:38,19d,GBPJPY,BUY,CLOSED,ACG-DEMO-2,demand,A,BREAK_CANDLE,NY,LIVE,211.691,211.59,211.943,,,,10.1,2.5,85,-285.91,,"Received by API, awaiting worker"
2026-04-07 15:30:02,2026-04-26 19:23:38,19d,GBPJPY,SELL,CLOSED,ACG-DEMO-2,supply,B,FLIP,NY,LIVE,211.761,211.841,211.561,,,,8,2.5,65,-272.68,,"Received by API, awaiting worker"
2026-04-07 15:10:02,2026-04-26 19:23:38,19d,GBPJPY,SELL,CLOSED,ACG-DEMO-2,supply,B+,BREAK_CANDLE,NY,LIVE,211.701,211.78,211.503,,,,7.9,2.5,70,-284.07,,Exit received from TradingView (close=211.793) but entry was execution_failed — PnL not recorded.
2026-04-07 15:10:02,2026-04-26 19:23:39,19d,USDCAD,BUY,CLOSED,ACG-DEMO-2,demand,B+,DIR_CLOSE,NY,LIVE,1.39118,1.39048,1.39293,,,,7,2.5,70,-248.13,,"Received by API, awaiting worker"
2026-04-07 12:40:02,2026-04-26 19:23:38,19d,USDCAD,SELL,CLOSED,ACG-DEMO-2,supply,A,DIR_CLOSE,LDN,LIVE,1.39218,1.39262,1.39108,,,,4.4,2.5,80,-358.37,,"Received by API, awaiting worker"
2026-04-07 11:30:02,,,NAS100,SELL,EXECUTION_FAILED,,supply,B,FLIP,LDN,LIVE,24203,34232.9,-96156.2,,,,10029.9,12,65,,,Exit received from TradingView (close=23977.94) but entry was execution_failed — PnL not recorded.
2026-04-07 10:40:03,,,GBPCAD,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,1.84183,1.84095,1.84447,,,,,,100,,,Kill switch ON for account ACG-DEMO-2
2026-04-07 10:15:02,,,USDJPY,SELL,RISK_REJECTED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,159.848,159.888,159.728,,,,,,70,,,Kill switch ON for account ACG-DEMO-2
2026-04-07 09:35:01,,,NZDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,91.128,91.194,90.93,,,,,,95,,,Exit received from TradingView (close=91.093) but entry was filtered — PnL not recorded.
2026-04-07 08:55:00,,,USDCAD,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,Asia,LIVE,1.39205,1.39257,1.39075,,,,,,75,,,Exit received from TradingView (close=1.39263) but entry was filtered — PnL not recorded.
2026-04-07 08:50:02,,,GBPJPY,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,211.306,211.236,211.516,,,,,,100,,,Kill switch ON for account ACG-DEMO-2
2026-04-07 08:50:02,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,1.32227,1.32177,1.32377,,,,,,55,,,Exit received from TradingView (close=1.32412) but entry was filtered — PnL not recorded.
2026-04-07 08:40:03,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,Asia,LIVE,1.32306,1.32239,1.32507,,,,,,80,,,Exit received from TradingView (close=1.322) but entry was filtered — PnL not recorded.
2026-04-07 08:15:03,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,159.743,159.715,159.869,,,,,,90,,,Exit received from TradingView (close=159.856) but entry was filtered — PnL not recorded.
2026-04-06 20:40:00,,,GBPJPY,SELL,RISK_REJECTED,ACG-DEMO-2,supply,,DIR_CLOSE,NY,LIVE,211.356,211.399,211.227,,,,,,80,,,Kill switch ON for account ACG-DEMO-2
2026-04-06 20:20:03,,,GBPCAD,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.84073,1.84002,1.84783,,,,,,90,,,"MTM Kill Switch: Daily drawdown 100.00% >= 4.0% (Closed: $0.00, Floating: $0.00)"
2026-04-06 20:20:03,,,GBPCAD,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.84073,1.84004,1.8428,,,,,,90,,,Kill switch ON for account ACG-DEMO-2
2026-04-06 19:25:02,2026-04-26 19:23:38,19d,USDCAD,BUY,CLOSED,ACG-DEMO-2,demand,A,DIR_CLOSE,NY,LIVE,1.39161,1.39098,1.39319,,,,6.3,2.5,80,-181.41,,"Received by API, awaiting worker"
2026-04-06 17:10:03,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,NY,LIVE,1.32492,1.3245,1.32618,,,,,,90,,,Exit received from TradingView (close=1.32634) but entry was filtered — PnL not recorded.
2026-04-06 17:10:03,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,NY,LIVE,1.32492,1.3245,1.32618,,,,,,90,,,Exit received from TradingView (close=1.32634) but entry was filtered — PnL not recorded.
2026-04-06 16:40:02,,,NAS100,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,NY,LIVE,24148.3,34224.3,-96763.7,,,,,,55,,,Exit received from TradingView (close=24196.56) but entry was filtered — PnL not recorded.
2026-04-06 16:00:03,2026-04-26 19:23:37,20d,USDJPY,BUY,CLOSED,ACG-DEMO-2,demand,B,FLIP,NY,LIVE,159.406,159.436,159.55,,,,4.8,3,60,89.42,,"Received by API, awaiting worker"
2026-04-06 12:55:00,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,1.15511,1.15634,1.15019,,,,,,80,,,"Price deviation: 4.2 pips from signal entry (signal: 1.15511, current: 1.155535). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-04-06 12:50:03,2026-04-26 19:23:37,20d,GBPJPY,BUY,CLOSED,ACG-DEMO-2,demand,B+,FLIP,LDN,LIVE,211.233,211.183,211.383,1.16744,,sl_hit,5,3,75,-695.83,,"Received by API, awaiting worker"
2026-04-06 12:40:03,2026-04-26 19:23:37,20d,GBPJPY,BUY,CLOSED,ACG-DEMO-2,demand,B+,DIR_CLOSE,LDN,LIVE,211.231,211.183,211.375,1.16744,,sl_hit,4.8,3,75,-669.51,,"Received by API, awaiting worker"
2026-04-06 09:15:03,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,1.15267,1.15308,1.15103,,,,,,80,,,Exit received from TradingView (close=1.34154) but entry was filtered — PnL not recorded.
2026-04-03 18:30:01,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,1.32021,1.32187,1.31689,,,,,,95,,,Exit received from TradingView (close=1.31908) but entry was filtered — PnL not recorded.
2026-04-03 16:55:01,2026-04-26 19:23:37,23d,USDJPY,BUY,CLOSED,ACG-DEMO-2,demand,A+,BREAK_CANDLE,NY,LIVE,159.533,159.469,159.725,159.638,,time_stop,6.4,3,90,364.49,,"Received by API, awaiting worker"
2026-04-03 16:05:01,,,NAS100,BUY,EXECUTION_FAILED,,demand,A+,FLIP,NY,LIVE,23970.9,23949.9,24033.9,,,,21,3,90,,,"MetaApi response missing positionId/orderId: {'numericCode': 10018, 'stringCode': 'TRADE_RETCODE_MARKET_CLOSED', 'message': 'Market is closed'}"
2026-04-03 15:45:02,,,NAS100,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,24008.7,23972.4,24117.6,,,,,,85,,,Exit received from TradingView (close=23970.91) but entry was filtered — PnL not recorded.
2026-04-03 15:10:01,,,NAS100,SELL,EXECUTION_FAILED,,supply,B,DIR_CLOSE,NY,LIVE,24007.5,24027.7,23946.7,,,,20.3,3,60,,,Exit received from TradingView (close=24013.16) but entry was execution_failed — PnL not recorded.
2026-04-03 14:30:00,2026-04-26 19:23:37,23d,GBPCAD,SELL,CLOSED,ACG-DEMO-2,supply,B+,FLIP,LDN,LIVE,1.84275,1.84324,1.84128,,,,4.9,3,75,-311.66999999999996,,"Received by API, awaiting worker"
2026-04-03 08:05:01,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,159.62,159.646,159.503,,,,,,65,,,Exit received from TradingView (close=159.639) but entry was filtered — PnL not recorded.
2026-04-02 22:00:09,,,USDJPY,BUY,EXECUTION_FAILED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,159.633,159.57,159.822,,,,,,85,,,Exit received from TradingView (close=159.584) but entry was execution_failed — PnL not recorded.
2026-04-02 19:15:03,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,210.864,210.79,211.049,,,,,,90,,,Exit received from TradingView (close=210.792) but entry was filtered — PnL not recorded.
2026-04-02 09:40:02,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,Asia,LIVE,159.364,159.435,159.186,,,,,,70,,,Exit received from TradingView (close=159.386) but entry was filtered — PnL not recorded.
2026-04-02 08:05:01,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,159.375,159.324,159.528,,,,,,95,,,Exit received from TradingView (close=159.335) but entry was filtered — PnL not recorded.
2026-04-01 21:10:02,,,NAS100,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,NY,LIVE,24079.5,24061.1,24134.6,,,,18.4,3,95,,,Exit received from TradingView (close=24033.84) but entry was execution_failed — PnL not recorded.
2026-04-01 20:10:02,,,EURUSD,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,NY,LIVE,1.16141,1.16246,1.15878,,,,,,70,,,Exit received from TradingView (close=1.15874) but entry was filtered — PnL not recorded.
2026-04-01 20:10:02,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,158.518,158.44,158.713,,,,,,80,,,Exit received from TradingView (close=158.711) but entry was filtered — PnL not recorded.
2026-04-01 18:40:03,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,NY,LIVE,158.594,158.706,158.37,,,,,,95,,,Exit received from TradingView (close=158.708) but entry was filtered — PnL not recorded.
2026-04-01 17:40:02,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,NY,LIVE,210.966,210.897,211.173,,,,,,90,,,Exit received from TradingView (close=211.237) but entry was filtered — PnL not recorded.
2026-04-01 17:35:02,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,158.575,158.521,158.737,,,,,,70,,,Exit received from TradingView (close=158.526) but entry was filtered — PnL not recorded.
2026-04-01 16:10:02,2026-04-26 19:23:36,25d,GBPUSD,BUY,CLOSED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,1.3302,1.3305,1.33267,,,,9.9,2.5,95,18.16,,"Received by API, awaiting worker"
2026-04-01 10:30:02,2026-04-26 19:23:36,25d,GBPJPY,SELL,CLOSED,ACG-DEMO-2,supply,,BREAK_CANDLE,LDN,LIVE,210.275,210.481,209.863,,,,20.6,2,70,-139.76999999999998,,"Received by API, awaiting worker"
2026-04-01 10:05:01,2026-04-26 19:23:36,25d,NZDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,91.191,91.359,90.855,,,,16.8,2,80,-124.13,,Exit received from TradingView (close=25444.45) but entry was filtered — PnL not recorded.
2026-04-01 09:45:01,2026-04-26 19:23:36,25d,GBPJPY,BUY,CLOSED,ACG-DEMO-2,demand,,DIR_CLOSE,Asia,LIVE,210.333,210.192,210.615,,,,14.1,2,95,-243.10999999999999,,"Received by API, awaiting worker"
2026-04-01 09:15:05,,,EURUSD,BUY,STALENESS_REJECTED,ACG-DEMO-2,demand,,BREAK_CANDLE,Asia,LIVE,1.15666,1.15601,1.15861,,,,,,95,,,Exit received from TradingView (close=1.15871) but entry was staleness_rejected — PnL not recorded.
2026-04-01 08:20:03,2026-04-26 19:23:35,25d,NZDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,91.197,91.167,91.041,,,,5.2,3,90,13.92,,"Received by API, awaiting worker"
2026-03-31 14:30:04,2026-04-26 19:23:35,26d,GBPCAD,SELL,CLOSED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,1.84149,1.84266,1.83915,,,,11.7,2,75,-143.11,,"Received by API, awaiting worker"
2026-03-31 13:40:02,2026-04-26 19:23:35,26d,GBPCAD,BUY,CLOSED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,1.84124,1.84043,1.84327,,,,8.1,2.5,100,-307.27000000000004,,Exit received from TradingView (close=23970.91) but entry was filtered — PnL not recorded.
2026-03-31 10:30:05,2026-04-26 19:23:35,26d,USDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,159.747,159.717,159.564,,,,6.1,3,75,346.33,,"Received by API, awaiting worker"
2026-03-31 10:15:03,2026-04-26 19:23:35,26d,NZDJPY,BUY,CLOSED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,91.132,91.162,91.318,,,,6.2,3,80,77.84,,"Received by API, awaiting worker"
2026-03-31 10:05:02,2026-04-26 19:23:34,26d,USDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,159.691,159.764,159.508,,,,7.3,2.5,95,-270.46,,"Received by API, awaiting worker"
2026-03-31 09:15:01,,,NAS100,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,Asia,LIVE,23126.8,23115.5,23160.5,,,,,,90,,,"Consistency (ACG-DEMO-2): Consistency violation risk: If this trade wins, today would be 100.0% of total profit (limit: 40.0%). Trade blocked to preserve consistency."
2026-03-30 20:40:01,,,XAUUSD,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,4517.43,4514.6,4528.75,,,,,,95,,,"Consistency (ACG-DEMO-2): Consistency violation risk: If this trade wins, today would be 100.0% of total profit (limit: 40.0%). Trade blocked to preserve consistency."
2026-03-30 17:50:03,,,NAS100,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,23146,23099.5,23285.5,,,,,,75,,,"Consistency (ACG-DEMO-2): Consistency violation risk: If this trade wins, today would be 100.0% of total profit (limit: 40.0%). Trade blocked to preserve consistency."
2026-03-30 14:30:05,2026-04-26 19:23:34,27d,NZDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,91.287,91.257,91.082,91.082,,tp_hit,8.2,2.5,95,471.06,,"Received by API, awaiting worker"
2026-03-30 13:40:01,,,XAUUSD,BUY,UNEXECUTED,,demand,,BREAK_CANDLE,LDN,LIVE,4531.07,4527.27,4546.27,,,,380,4,90,,,"Exit received from TradingView (close=4526.94, outcome=loss) but entry was never executed on broker (no broker_order_id). Marking as unexecuted."
2026-03-30 12:25:00,,,NAS100,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,LDN,LIVE,23255.7,23232.9,23324.3,,,,22.9,3,95,,,Exit received from TradingView (close=211.793) but entry was execution_failed — PnL not recorded.
2026-03-30 09:25:01,,,EURUSD,BUY,STALENESS_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,Asia,LIVE,1.15136,1.15096,1.15256,,,,,,100,,,"Price deviation: 3.2 pips from signal entry (signal: 1.15136, current: 1.1516757). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-27 21:35:03,2026-04-26 19:23:34,29d,GBPCAD,BUY,CLOSED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.84228,1.84183,1.84363,,,,4.5,3,70,-299.74,,"Received by API, awaiting worker"
2026-03-27 19:10:00,2026-04-26 19:23:34,30d,NZDJPY,SELL,CLOSED,ACG-DEMO-2,supply,,BREAK_CANDLE,NY,LIVE,92.177,92.147,91.907,,,,10.8,2.5,70,285.24,,"Received by API, awaiting worker"
2026-03-27 18:25:02,,,EURUSD,BUY,STALENESS_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,1.15346,1.15236,1.15621,,,,,,90,,,Exit received from TradingView (close=1.15194) but entry was staleness_rejected — PnL not recorded.
2026-03-27 00:18:22,2026-04-26 19:23:34,30d,EURUSD,BUY,CLOSED,ACG-DEMO-2,,,,,LIVE,1.154,1.148,1.163,1.15376,,,,1.5,52.6,0.03,,Auto-Resolved via Watchdog
2026-03-27 00:16:02,,,EURUSD,BUY,STALENESS_REJECTED,ACG-DEMO-2,,,,,LIVE,1.085,1.08,1.095,,,,,,,,,"Price deviation: 689.3 pips from signal entry (signal: 1.085, current: 1.153935). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-26 15:50:04,,,USDJPY,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,159.559,159.449,159.834,,,,,,95,,,Circuit breaker open for account ACG-DEMO-2
2026-03-26 15:50:03,,,GBPUSD,SELL,RISK_REJECTED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,1.33565,1.33674,1.33292,,,,,,90,,,Circuit breaker open for account ACG-DEMO-2
2026-03-26 12:45:00,,,NAS100,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,23980.7,23965.1,24027.3,,,,,,70,,,Circuit breaker open for account ACG-DEMO-2
2026-03-26 07:30:03,,,NZDJPY,BUY,RISK_REJECTED,ACG-DEMO,demand,,DIR_CLOSE,Asia,LIVE,92.526,92.483,92.655,,,,,,95,,,Circuit breaker open for account ACG-DEMO
2026-03-26 07:05:01,,,NAS100,BUY,RISK_REJECTED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,24158,24134.8,24227.8,,,,,,70,,,Circuit breaker open for account ACG-DEMO-2
2026-03-25 16:10:06,,,GBPCAD,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,NY,LIVE,1.84273,1.84133,1.84553,,,,14,2,85,,,Exit received from TradingView (close=1.8464) but entry was execution_failed — PnL not recorded.
2026-03-25 16:05:02,,,NAS100,BUY,EXECUTION_FAILED,,demand,,FLIP,NY,LIVE,24204.2,24136.6,24407.1,,,,67.6,3,95,,,Exit received from TradingView (close=24126.81) but entry was execution_failed — PnL not recorded.
2026-03-25 14:25:02,,,GBPUSD,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,NY,LIVE,1.34008,1.33899,1.34281,,,,10.9,2.5,80,,,Exit received from TradingView (close=1.33919) but entry was execution_failed — PnL not recorded.
2026-03-25 13:10:01,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,1.1608,1.16135,1.15915,,,,,,75,,,Exit received from TradingView (close=1.16103) but entry was staleness_rejected — PnL not recorded.
2026-03-24 17:15:04,2026-03-24 17:23:38,8m,NZDJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,92.453,92.367,92.668,,,,8.6,2.5,75,-124.82999999999998,,"Received by API, awaiting worker"
2026-03-24 14:25:01,2026-03-24 15:09:34,44m,NZDJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,92.478,92.425,92.637,92.42,,,5.3,3,75,-192.33999999999997,,Auto-Resolved via Watchdog
2026-03-24 14:15:01,2026-03-24 15:07:27,52m,GBPUSD,BUY,CLOSED,ACG-DEMO,demand,,BREAK_CANDLE,NY,LIVE,1.33946,1.33839,1.34213,1.33828,,,10.7,2.5,75,-278.46000000000004,,Exit received from TradingView (close=1.33712) but entry was filtered — PnL not recorded.
2026-03-24 13:40:00,,,NAS100,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,LDN,LIVE,24188,24165.3,24255.8,,,,22.6,3,90,,,Exit received from TradingView (close=24169.85) but entry was execution_failed — PnL not recorded.
2026-03-24 10:15:01,,,GBPJPY,BUY,STALENESS_REJECTED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,212.707,212.595,212.931,,,,,,90,,,Exit received from TradingView (close=212.582) but entry was staleness_rejected — PnL not recorded.
2026-03-24 07:50:01,2026-03-24 08:25:51,35m,USDJPY,BUY,CLOSED,ACG-DEMO,demand,,FLIP,Asia,LIVE,158.596,158.626,158.725,158.623,,,4.3,3,70,87.19,,Auto-Resolved via Watchdog
2026-03-23 19:10:02,,,XAUUSD,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,4396.13,4370.41,4499.01,,,,,,70,,,Exit received from TradingView (close=4403.5) but entry was filtered — PnL not recorded.
2026-03-23 18:25:02,,,GBPUSD,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,1.3392,1.33754,1.34252,,,,,,85,,,Exit received from TradingView (close=1.34258) but entry was filtered — PnL not recorded.
2026-03-23 17:50:01,,,NZDJPY,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,92.797,92.686,93.019,,,,,,100,,,Exit received from TradingView (close=92.712) but entry was filtered — PnL not recorded.
2026-03-23 15:45:04,,,NZDJPY,SELL,FILTERED,ACG-DEMO,supply,,DIR_CLOSE,NY,LIVE,92.692,92.858,92.36,,,,,,95,,,Exit received from TradingView (close=92.803) but entry was filtered — PnL not recorded.
2026-03-23 11:45:01,,,NAS100,BUY,FILTERED,ACG-DEMO,demand,,BREAK_CANDLE,LDN,LIVE,23660.6,23633.7,23741.2,,,,,,75,,,Exit received from TradingView (close=23632.35) but entry was filtered — PnL not recorded.
2026-03-23 11:30:03,2026-03-23 11:34:33,4m,GBPJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,212,211.929,212.178,211.91,,,7.1,2.5,80,-248.54,,Auto-Resolved via Watchdog
2026-03-23 10:35:02,2026-04-08 15:35:00,16d,GBPUSD,SELL,CLOSED,ACG-DEMO,supply,,FLIP,LDN,LIVE,1.33248,1.33218,1.33063,25054,,time_stop,7.4,2.5,90,489.90000000000003,,Auto-Resolved via Watchdog
2026-03-23 10:20:00,,,NAS100,SELL,FILTERED,ACG-DEMO,supply,,FLIP,LDN,LIVE,23694.8,23716,23631.5,,,,,,95,,,Exit received from TradingView (close=23693.35) but entry was filtered — PnL not recorded.
2026-03-23 09:50:01,,,GBPJPY,SELL,RISK_REJECTED,ACG-DEMO,supply,,FLIP,LDN,LIVE,212.188,212.246,212.014,,,,,,90,,,"Consistency (ACG-DEMO): Consistency violation risk: If this trade wins, today would be 99.6% of total profit (FTMO limit: 40.0%). Trade blocked to preserve consistency."
2026-03-23 09:10:02,,,EURUSD,SELL,RISK_REJECTED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,1.15327,1.15365,1.15213,,,,,,95,,,"Consistency (ACG-DEMO): Consistency violation risk: If this trade wins, today would be 62.2% of total profit (FTMO limit: 40.0%). Trade blocked to preserve consistency."
2026-03-20 21:10:02,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,212.35,212.257,212.583,,,,,,95,,,Exit received from TradingView (close=212.258) but entry was filtered — PnL not recorded.
2026-03-20 19:50:00,,,GBPCAD,SELL,FILTERED,ACG-DEMO,supply,,FLIP,NY,LIVE,1.82897,1.82981,1.82687,,,,,,90,,,Exit received from TradingView (close=1.82995) but entry was filtered — PnL not recorded.
2026-03-20 18:25:01,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO,supply,,DIR_CLOSE,NY,LIVE,1.15628,1.15676,1.15484,,,,,,90,,,Exit received from TradingView (close=1.15668) but entry was staleness_rejected — PnL not recorded.
2026-03-20 14:50:00,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,212.348,212.311,212.459,,,,,,90,,,Exit received from TradingView (close=212.355) but entry was filtered — PnL not recorded.
2026-03-20 14:15:00,,,XAUUSD,SELL,FILTERED,ACG-DEMO,supply,,DIR_CLOSE,NY,LIVE,4685.45,4695.46,4645.41,,,,,,90,,,Exit received from TradingView (close=4645.62) but entry was filtered — PnL not recorded.
2026-03-20 12:15:03,,,NZDJPY,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,93.039,92.969,93.249,,,,,,100,,,Exit received from TradingView (close=92.959) but entry was filtered — PnL not recorded.
2026-03-20 11:10:01,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,212.633,212.531,212.888,,,,,,95,,,Exit received from TradingView (close=212.549) but entry was filtered — PnL not recorded.
2026-03-20 10:40:01,2026-03-20 10:45:27,5m,GBPUSD,BUY,CLOSED,ACG-DEMO,demand,,BREAK_CANDLE,LDN,LIVE,1.34315,1.34265,1.34465,1.3426,,,5,3,90,-134,,Auto-Resolved via Watchdog
2026-03-20 10:40:01,2026-03-20 10:45:26,5m,USDJPY,SELL,CLOSED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,158.379,158.437,158.205,158.442,,,5.8,3,70,-125.01999999999998,,Auto-Resolved via Watchdog
2026-03-20 09:50:01,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO,supply,,FLIP,LDN,LIVE,1.15697,1.15763,1.15499,,,,,,75,,,Exit received from TradingView (close=1.15773) but entry was staleness_rejected — PnL not recorded.
2026-03-20 09:05:01,2026-03-20 10:45:25,1h 40m,GBPCAD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,1.84141,1.84141,1.84333,1.8414,,,6.4,3,95,-31.96,,Auto-Resolved via Watchdog
2026-03-20 08:35:01,2026-03-20 09:06:22,31m,GBPUSD,SELL,CLOSED,ACG-DEMO,supply,,FLIP,Asia,LIVE,1.3409,1.3409,1.33967,1.34093,,,4.1,3,75,-28.28,,Auto-Resolved via Watchdog
2026-03-19 13:30:05,2026-03-19 14:04:04,33m,NZDJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,92.424,92.424,92.529,92.421,,,3.5,3,70,-38.82,,Auto-Resolved via Watchdog
2026-03-19 09:25:00,2026-03-19 09:44:11,19m,GBPUSD,SELL,CLOSED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,1.32669,1.32738,1.32462,1.32743,,,6.9,3,100,-410.29,,Auto-Resolved via Watchdog
2026-03-18 21:05:05,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,212.315,212.226,212.538,,,,,,100,,,Exit received from TradingView (close=212.26) but entry was filtered — PnL not recorded.
2026-03-18 20:25:02,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,212.463,212.42,212.592,,,,,,95,,,Exit received from TradingView (close=212.495) but entry was filtered — PnL not recorded.
2026-03-18 17:15:10,,,NZDJPY,SELL,FILTERED,ACG-DEMO,supply,,BREAK_CANDLE,NY,LIVE,93.196,93.263,92.995,,,,,,75,,,Exit received from TradingView (close=93.144) but entry was filtered — PnL not recorded.
